Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID
CLM00453989,19-06-2021,86268,Pending,Per democratic prepare each response.,,POL95823449
CLM56944655,21-03-2024,51443,Denied,South truth drug activity another woman.,14-04-2024,POL48921687
CLM47315075,14-04-2022,46784,Denied,Successful window blood beautiful single prepare cause ball.,,POL34839804
CLM25559987,31-05-2023,25801,Approved,Machine mission few.,23-06-2023,POL58712097
CLM76888995,19-12-2021,2090,Pending,Pretty ability everyone though by model add.,,POL54888103
CLM44196746,10-11-2023,31833,Pending,Together beyond just save everything may receive.,09-01-2024,POL51084784
CLM33084392,28-09-2024,54371,Pending,Population thus suffer now ahead hospital.,30-11-2024,POL89341687
CLM05402290,01-08-2021,79394,Denied,Mind subject television certainly focus.,01-10-2021,POL64349650
CLM98604522,30-10-2024,87300,Pending,Budget natural similar mean happen amount.,,POL94532652
CLM40960298,01-09-2021,19920,Pending,Situation often deep anything age.,11-11-2021,POL23145476
CLM82610900,19-02-2024,96125,Denied,Paper hospital per success despite month.,21-03-2024,POL75124979
CLM81124472,23-05-2024,20572,Pending,Hold western wall keep company.,,POL98697477
CLM76147834,17-10-2023,5412,Denied,Soon weight audience.,13-12-2023,POL06550384
CLM08592130,06-09-2022,55430,Approved,Recent expert bit everyone leave.,10-11-2022,POL45256846
CLM61814969,22-09-2020,32096,Denied,Drive among scene wait personal.,03-12-2020,POL79633584
CLM27398349,29-08-2022,11686,Denied,More final sit capital.,03-11-2022,POL34270146
CLM81958365,02-05-2022,19360,Approved,Management hospital heavy his mention.,04-07-2022,POL14750217
CLM74924143,25-12-2021,9804,Denied,I throw second analysis laugh.,,POL00829050
CLM39367448,21-02-2022,13708,Approved,Difference several pull trouble rule.,02-04-2022,POL14267045
CLM60404084,26-09-2023,8158,Pending,Main number guess how goal interview prevent.,28-11-2023,POL26041216
CLM25002040,10-12-2023,48902,Approved,Fly instead report.,15-01-2024,POL40101568
CLM92477318,23-11-2020,26143,Pending,Half force score form.,22-12-2020,POL39150268
CLM81359774,25-03-2020,74679,Denied,Fill recently travel of.,,POL55451317
CLM22485022,24-05-2023,1740,Denied,Pm window structure world professor.,24-07-2023,POL60480382
CLM73790808,29-06-2022,77749,Pending,Simple discover offer either right reality still.,,POL93615411
CLM35213080,16-06-2020,80699,Approved,Generation blue company doctor item national fire without.,11-09-2020,POL30563403
CLM22103007,22-06-2021,53528,Approved,Wide single worker spend mouth officer close.,04-07-2021,POL84231010
CLM91556294,18-10-2020,23324,Pending,Tend air old whatever history Mr region.,13-12-2020,POL30994827
CLM92311645,25-06-2022,92724,Pending,Nature tonight agency.,,POL35251275
CLM36362308,23-11-2020,28894,Approved,Clear wear usually learn this.,,POL46015732
CLM65848461,18-03-2024,85755,Approved,Moment woman condition.,04-05-2024,POL50099594
CLM35926962,03-06-2020,93056,Pending,Foreign enjoy tonight main.,12-08-2020,POL88479195
CLM82679078,08-08-2023,69212,Approved,Community need PM give.,06-11-2023,POL94995920
CLM36584574,28-02-2023,85203,Denied,Clear pressure cause bed true to who possible.,11-03-2023,POL91241306
CLM92077857,05-03-2020,71030,Pending,Model glass consumer enter nearly top recognize.,01-05-2020,POL61467343
CLM51227977,13-01-2023,41332,Approved,Resource street training will gas property.,05-04-2023,POL09444948
CLM36029693,31-12-2023,98287,Approved,Bank executive politics forget pass born source.,24-03-2024,POL57116310
CLM20730570,10-09-2024,78598,Denied,Begin water present design.,20-10-2024,POL74649715
CLM62561114,17-12-2024,83853,Approved,Me author prevent sea.,03-01-2025,POL59147290
CLM34071988,15-11-2021,33574,Approved,Lawyer receive technology stay.,,POL31761126
CLM07887038,07-09-2024,30976,Pending,Bag heart thought.,04-11-2024,POL01068804
CLM65029946,16-08-2022,31245,Approved,Generation energy paper front explain medical process.,,POL42878655
CLM30486005,21-01-2020,46136,Denied,Fear south kid threat nature people operation.,11-04-2020,POL96996630
CLM20973305,12-09-2021,76710,Denied,Smile drop never station plan instead.,28-10-2021,POL91232159
CLM19608138,08-03-2023,85041,Approved,Site help rock wonder.,,POL00505647
CLM42902720,25-12-2022,55780,Denied,Consider Republican him significant east these.,,POL61218156
CLM20991194,01-12-2024,80590,Approved,Today million paper data throughout foot free.,31-01-2025,POL34084242
CLM42794582,13-10-2024,87171,Pending,Add simply fire customer candidate might indicate discuss.,10-01-2025,POL67370723
CLM14278866,06-06-2024,77329,Pending,Avoid marriage ready likely nearly car pretty.,16-07-2024,POL52383716
CLM35516649,02-12-2023,73055,Denied,Its always however necessary environment.,24-12-2023,POL81894968
CLM34781441,25-08-2021,95764,Pending,Spring we car another range they situation.,25-10-2021,POL48634910
CLM67696362,20-01-2021,76948,Approved,Information consumer test appear general green heart.,03-04-2021,POL54969569
CLM78923430,14-07-2020,26950,Denied,Avoid health recognize.,13-08-2020,POL57078202
CLM50881082,29-08-2020,51166,Denied,Technology activity explain human perform.,,POL21669430
CLM89123075,25-01-2024,43955,Denied,Audience Mrs increase relationship decision clear.,,POL06601160
CLM19571349,25-02-2023,8210,Denied,Standard nothing stuff then perform always.,17-03-2023,POL45309482
CLM28075642,30-06-2020,72883,Denied,Picture air commercial.,23-09-2020,POL23294354
CLM49865573,21-01-2022,59751,Approved,Situation road break remember through admit.,,POL03406980
CLM61890953,27-11-2021,93509,Denied,Budget billion worry water.,16-01-2022,POL31551903
CLM62594678,06-07-2024,96744,Denied,Factor catch tell practice view.,,POL71130458
CLM47105318,17-03-2022,96985,Denied,Artist religious remain three happy section.,20-04-2022,POL31194577
CLM85425356,22-03-2022,66857,Denied,Carry away say.,20-04-2022,POL68750121
CLM46902068,07-11-2024,24334,Approved,Nor among simply billion.,20-12-2024,POL39805762
CLM83914440,16-02-2024,36279,Pending,Machine gas eat grow either allow.,22-04-2024,POL56561026
CLM68726328,30-09-2021,72176,Pending,Community region he sure team upon nature.,,POL82751378
CLM80297773,27-03-2023,73788,Pending,Establish on light.,09-05-2023,POL42043650
CLM56848635,10-09-2021,82455,Denied,Despite energy president instead organization rock fish.,29-11-2021,POL38734487
CLM64040482,13-06-2023,27117,Pending,Natural same worker try thus other light.,03-09-2023,POL87238187
CLM10914334,08-03-2024,60960,Pending,Leave yes class relate reveal these.,29-05-2024,POL91208117
CLM89222310,18-07-2021,39168,Denied,Near laugh improve another these worry.,16-10-2021,POL09462965
CLM50621776,13-08-2020,92428,Approved,Everyone let success until just on enter.,,POL71161359
CLM83045573,13-10-2024,52580,Denied,Black main budget enough page throughout rest.,,POL46052776
CLM71349354,26-10-2020,37794,Approved,Similar close strong option answer.,,POL82812319
CLM14048216,24-03-2024,54863,Denied,Four common act two.,,POL85219139
CLM18122373,01-03-2021,12958,Denied,Themselves trade may every call each spring.,26-05-2021,POL76939080
CLM32714360,23-08-2021,56813,Approved,Account term have arrive.,27-10-2021,POL90511171
CLM85098418,25-09-2022,7489,Denied,Start morning toward contain base.,08-10-2022,POL18573494
CLM58484303,28-05-2021,67466,Pending,Outside capital move fast place.,21-08-2021,POL86552601
CLM20676816,02-08-2022,50907,Approved,Suffer source meeting push.,02-10-2022,POL09102792
CLM41431700,25-08-2024,25834,Denied,Because after movie body.,,POL03315797
CLM63001386,26-01-2021,28432,Approved,See shoulder board.,19-03-2021,POL62155198
CLM01533739,19-07-2021,34914,Denied,Worry each have rather.,,POL95259508
CLM39953538,12-03-2021,28339,Pending,Far task road computer.,,POL86315703
CLM41895023,15-09-2021,33172,Denied,Human issue book work.,22-11-2021,POL09517154
CLM66013515,19-09-2023,26674,Pending,Thought single arm guy effort walk leg.,01-12-2023,POL31761126
CLM41691769,05-07-2023,30911,Denied,War boy oil most.,01-09-2023,POL99781193
CLM03551261,13-06-2021,4478,Denied,History live yes plan.,22-08-2021,POL64086911
CLM37798498,18-09-2023,44686,Denied,Add have especially fight.,09-12-2023,POL83231801
CLM76445262,24-10-2023,69236,Approved,Event mention nice some war bag deal.,14-01-2024,POL80710223
CLM29985782,08-02-2022,35889,Pending,Back cold talk occur foreign draw son share.,08-05-2022,POL21502536
CLM02330516,17-04-2022,95138,Approved,Service consider provide note else picture prove.,12-05-2022,POL50294961
CLM99969709,05-06-2021,60279,Pending,Other east clear.,,POL59595706
CLM09997440,15-03-2023,14087,Approved,Citizen purpose run yes wait individual these his.,14-05-2023,POL69805915
CLM77768798,03-04-2023,74712,Approved,Box send Mr seven small family program.,08-06-2023,POL02018032
CLM99693662,24-08-2021,81440,Approved,Institution ok nor tonight black true ok air.,14-09-2021,POL95836164
CLM73907173,12-01-2020,94270,Approved,Paper available nothing our its large list.,17-03-2020,POL33988478
CLM45784947,04-11-2022,63087,Pending,Employee field even apply employee second decision he.,,POL05034207
CLM65228332,12-12-2020,72966,Pending,Eight focus once follow task.,16-02-2021,POL06923773
CLM67636700,24-09-2024,89138,Approved,Outside present bad shake quickly charge executive.,08-10-2024,POL64820224
CLM44255551,27-09-2024,11410,Denied,Recent nature relationship name physical wish treatment.,,POL22879421
CLM13201574,28-06-2020,4747,Approved,Section new young little radio for.,22-07-2020,POL20316917
CLM20024932,08-10-2022,8582,Pending,Cell decade political again.,12-12-2022,POL18044385
CLM08924232,20-02-2020,13958,Denied,Data true stuff everything.,11-05-2020,POL09523049
CLM42540191,05-03-2020,72461,Approved,Sport pick way movement response.,30-04-2020,POL53093436
CLM14362749,04-05-2022,98400,Denied,With then remain step matter reveal direction.,,POL72310248
CLM27414243,23-08-2020,97245,Approved,Dinner they impact provide claim.,,POL50109489
CLM02538290,17-12-2020,54433,Pending,Report idea draw edge simply.,30-01-2021,POL47660863
CLM00928287,02-10-2020,35487,Approved,Myself be smile project team base often.,20-11-2020,POL48994632
CLM93021708,13-02-2020,98615,Denied,Seat popular control believe Democrat administration.,,POL99672508
CLM48392690,18-10-2020,14658,Approved,Two drop could class store day discussion.,11-01-2021,POL49903606
CLM74468905,09-07-2022,53562,Denied,Never relate best though truth growth technology.,,POL76734987
CLM94461292,08-06-2022,96202,Pending,Until including bank page least beat hard truth.,07-07-2022,POL68917134
CLM15784697,30-04-2024,30263,Denied,Station hand subject floor old.,11-07-2024,POL81320794
CLM71420942,19-07-2020,51381,Approved,Amount deal military.,07-10-2020,POL00830653
CLM88487939,10-12-2021,32801,Approved,Church most art key production.,,POL36441440
CLM16577364,02-10-2022,39264,Approved,Hope behind traditional.,05-11-2022,POL61616519
CLM62397802,18-11-2022,20755,Denied,Clear push so other quickly.,01-01-2023,POL41761083
CLM79097904,24-12-2020,81069,Approved,Expert democratic fly trial need law.,,POL14750217
CLM60225695,22-05-2023,41727,Pending,Structure why your save sit.,17-07-2023,POL89307610
CLM11066215,13-04-2022,20541,Denied,Senior surface technology table particularly skill.,20-05-2022,POL30815147
CLM03433304,26-12-2023,1773,Approved,Anyone forward yeah money.,,POL37847781
CLM77091924,22-01-2023,12913,Denied,Watch unit Mrs door.,,POL46609682
CLM98382664,10-04-2024,4389,Denied,Kid certain paper behavior past.,,POL05037648
CLM41796516,05-04-2022,13384,Approved,Everyone might ahead rise can herself.,,POL44326317
CLM51350141,10-10-2022,55979,Denied,Happy dark word lead situation wife expect think.,,POL11983298
CLM99874436,19-03-2022,61154,Pending,My which thousand firm he media entire.,07-05-2022,POL71130458
CLM11160818,09-11-2022,26345,Denied,Level daughter reason ability take past answer.,21-01-2023,POL61443977
CLM40711627,18-04-2020,60069,Denied,Control he claim friend pressure.,18-06-2020,POL65755562
CLM92805848,17-09-2020,90339,Approved,Require much smile road style help oil.,29-09-2020,POL28999466
CLM82088528,04-06-2023,73508,Denied,Represent though trial.,24-07-2023,POL84700280
CLM14580599,11-09-2022,1592,Approved,Career where either.,16-10-2022,POL79712563
CLM31718563,29-08-2020,40449,Denied,Agreement sea world heavy.,09-10-2020,POL71095594
CLM69651783,02-06-2021,10641,Approved,Society game expert door their pressure reason.,23-06-2021,POL89873736
CLM46091556,08-09-2023,10600,Denied,Have create role war bank top live.,,POL61660074
CLM42902866,27-10-2021,79614,Denied,Beautiful same occur indicate.,01-01-2022,POL37915217
CLM12021050,22-06-2020,29272,Denied,Thus situation put I.,31-08-2020,POL25662324
CLM08509135,30-08-2020,60644,Pending,Environment hour letter much.,,POL43038676
CLM65715317,22-07-2024,18115,Denied,They Congress experience trial phone.,16-09-2024,POL37005180
CLM12447453,22-11-2021,60101,Approved,Up state as strong return direction.,,POL22068904
CLM57660529,18-12-2021,98307,Pending,Level board game pull power him.,15-02-2022,POL21956809
CLM70531943,16-11-2022,93324,Approved,Guess mouth deal hotel along order.,,POL65279232
CLM91874495,07-08-2022,36459,Pending,Plan network should court everything several tell.,19-10-2022,POL20142865
CLM12727016,01-02-2023,75025,Pending,Between degree chair bag relationship build attorney.,,POL88774190
CLM02507530,03-11-2022,94802,Denied,Matter budget other.,17-01-2023,POL33977553
CLM97115714,23-04-2023,83867,Approved,Stop hand operation hand seek by century.,18-05-2023,POL14294149
CLM03844332,11-01-2021,77093,Approved,Wear if computer picture story anything.,15-02-2021,POL03891541
CLM05746523,29-10-2023,89166,Denied,Special of research control despite nor sister cultural.,,POL04612795
CLM49121213,30-08-2023,66619,Pending,Vote media necessary church.,11-09-2023,POL55272658
CLM63833121,14-01-2022,71368,Pending,Least paper common.,21-02-2022,POL46550237
CLM60586761,16-03-2021,23623,Approved,You memory person near do.,30-04-2021,POL58505380
CLM47512684,09-02-2022,11405,Approved,Second individual himself responsibility race.,25-03-2022,POL35831200
CLM64193891,28-06-2020,86929,Denied,Table reveal itself rest radio stand size.,,POL21963992
CLM96330773,24-01-2022,67434,Approved,Professional especially structure learn center material ten.,,POL04897483
CLM91423369,21-06-2023,87928,Pending,Statement help her clearly.,17-07-2023,POL18868459
CLM78710861,28-10-2021,59026,Pending,Teach purpose item million.,,POL70403090
CLM97681348,20-04-2021,1308,Denied,Suffer if before decide coach music.,,POL95603214
CLM59886851,30-05-2020,10289,Pending,Rise affect sound lot nation score service dream.,14-08-2020,POL15978608
CLM87429109,03-12-2022,12641,Denied,Deal reality wear.,27-02-2023,POL98182454
CLM81363836,15-04-2022,13087,Denied,Suddenly have development.,08-07-2022,POL17440652
